#{"t_start": 1748183726.3099203, "env_id": "None"}
r,l,t
-2.083333,5,3.55617
-2.083333,5,3.558212
-2.583333,5,3.560258
-2.083333,5,3.562104
-2.083333,5,3.564249
-2.083333,5,3.566349
-2.083333,5,3.568629
-2.083333,5,3.578621
-2.083333,5,3.580521
-2.083333,5,3.582367
-2.083333,5,3.584219
-2.083333,5,3.586483
-2.083333,5,3.588466
-2.083333,5,3.590658
-2.083333,5,3.59254
-2.083333,5,3.594554
-2.083333,5,3.596789
-2.083333,5,3.59885
-2.083333,5,3.601189
-2.083333,5,3.602946
-2.083333,5,3.627394
-2.083333,5,3.631757
-2.083333,5,3.635393
-2.083333,5,3.637664
-2.083333,5,3.639799
-2.083333,5,3.64177
-2.083333,5,3.643623
-2.083333,5,3.645525
-2.083333,5,3.647401
-2.083333,5,3.649566
-2.083333,5,3.651641
-2.083333,5,3.653612
-2.083333,5,3.678231
-2.083333,5,3.680289
-2.083333,5,3.682564
-2.083333,5,3.684623
-2.083333,5,3.686687
-7.083333,25,3.695656
-2.083333,5,3.697634
-2.083333,5,3.699625
-2.083333,5,3.701556
-2.083333,5,3.732493
-2.083333,5,3.735224
-2.083333,5,3.737352
-2.083333,5,3.739796
-2.083333,5,3.741817
-2.083333,5,3.743819
-2.083333,5,3.746186
-2.083333,5,3.748083
-2.083333,5,3.75016
-2.083333,5,3.75217
-2.083333,5,3.75418
-2.083333,5,3.756301
-2.083333,5,3.75838
-2.083333,5,3.780013
-2.083333,5,3.782534
-2.083333,5,3.784516
-2.083333,5,3.786566
-2.083333,5,3.790491
-2.083333,5,3.792465
-2.083333,5,3.794596
-2.083333,5,3.796503
-2.083333,5,3.798548
-2.083333,5,3.800598
-2.083333,5,3.802478
-2.416667,5,3.804703
-2.083333,5,3.80674
-2.083333,5,3.822437
-3.666667,11,3.826187
-4.166667,13,3.830738
-2.083333,5,3.832743
-2.083333,5,3.834702
-2.083333,5,3.837603
-4.666667,15,3.842692
-2.083333,5,3.844722
-2.083333,5,3.872414
-2.083333,5,3.874835
-2.083333,5,3.876981
-2.083333,5,3.879527
-2.083333,5,3.881918
-2.083333,5,3.884161
-2.083333,5,3.885897
-2.083333,5,3.887796
-2.083333,5,3.889611
-2.083333,5,3.899266
-2.083333,5,3.902168
-2.083333,5,3.904498
-2.083333,5,3.906833
-2.083333,5,3.936769
-2.083333,5,3.939124
-2.083333,5,3.941417
-2.083333,5,3.943637
-2.083333,5,3.945718
-2.083333,5,3.94788
-2.083333,5,3.950064
-2.416667,5,3.951917
-2.083333,5,3.953664
-2.083333,5,3.955679
-2.083333,5,3.957541
-2.416667,5,3.959433
-2.083333,5,3.973654
-2.083333,5,3.976033
-2.416667,5,3.978169
-2.083333,5,3.980101
-2.083333,5,3.984452
-2.083333,5,3.986518
-2.083333,5,3.988743
-2.083333,5,3.990532
-2.083333,5,3.992538
-2.083333,5,3.994627
-2.083333,5,3.997092
-2.083333,5,3.999441
-2.083333,5,4.001474
-2.083333,5,4.015477
-2.083333,5,4.017834
-2.083333,5,4.022401
-2.083333,5,4.0246
-2.083333,5,4.026824
-2.083333,5,4.028846
-2.083333,5,4.031208
-3.083333,9,4.034848
-2.083333,5,4.036738
-2.083333,5,4.039016
-2.083333,5,4.041075
-2.083333,5,4.043204
-2.083333,5,4.057966
-2.083333,5,4.06015
-2.083333,5,4.062431
-2.083333,5,4.064839
-2.083333,5,4.066983
-2.083333,5,4.069216
-2.083333,5,4.071311
-2.083333,5,4.07335
-2.083333,5,4.07538
-2.083333,5,4.077799
-2.083333,5,4.079699
-2.083333,5,4.081474
-2.083333,5,4.083385
-2.083333,5,4.09425
-2.083333,5,4.096283
-2.083333,5,4.098386
-2.083333,5,4.101073
-2.083333,5,4.10286
-2.083333,5,4.105148
-2.083333,5,4.106974
-2.083333,5,4.108853
-2.583333,5,4.110896
-2.083333,5,4.112869
-2.083333,5,4.114875
-2.083333,5,4.116818
-2.083333,5,4.118906
-2.083333,5,4.130028
-2.083333,5,4.132349
-2.083333,5,4.134605
-2.083333,5,4.138333
-2.083333,5,4.140816
-2.083333,5,4.143668
-2.083333,5,4.146101
-2.083333,5,4.148375
-2.083333,5,4.151061
-2.083333,5,4.153139
-2.083333,5,4.155259
-2.083333,5,4.158193
-2.083333,5,4.160715
-2.083333,5,4.191869
-2.083333,5,4.194158
-2.083333,5,4.196185
-2.083333,5,4.198561
-2.083333,5,4.201053
-2.083333,5,4.203041
-2.083333,5,4.205586
-2.083333,5,4.207628
-2.083333,5,4.209737
-2.083333,5,4.211895
-2.083333,5,4.214388
-2.083333,5,4.216577
-2.083333,5,4.239244
-2.083333,5,4.241469
-2.083333,5,4.24338
-2.666667,7,4.246289
-2.083333,5,4.248565
-2.083333,5,4.250765
-2.083333,5,4.252872
-2.083333,5,4.254698
-2.083333,5,4.256714
-2.083333,5,4.258736
-2.083333,5,4.260597
-2.083333,5,4.262609
-2.083333,5,4.264667
-2.083333,5,4.293179
-2.083333,5,4.295444
-2.083333,5,4.299818
-2.083333,5,4.30211
-2.083333,5,4.304385
-2.083333,5,4.306499
-2.083333,5,4.30861
-2.083333,5,4.310874
-2.083333,5,4.3127
-2.083333,5,4.315511
-2.083333,5,4.317885
-2.083333,5,4.319841
-2.083333,5,4.321759
-2.083333,5,4.351347
-2.083333,5,4.353562
-2.083333,5,4.355557
-2.083333,5,4.358173
-2.083333,5,4.362166
-2.083333,5,4.364138
-2.083333,5,4.366022
-2.083333,5,4.368243
-2.083333,5,4.370224
-2.083333,5,4.372231
-2.083333,5,4.374207
-2.083333,5,4.376111
-2.083333,5,4.3965
-2.083333,5,4.399191
-2.083333,5,4.401758
-2.083333,5,4.404591
-2.083333,5,4.407042
-2.083333,5,4.409357
-2.083333,5,4.411797
-2.083333,5,4.414063
-2.083333,5,4.416301
-2.083333,5,4.418732
-2.083333,5,4.420808
-2.083333,5,4.422807
-2.083333,5,4.424663
-2.083333,5,4.441228
-2.083333,5,4.443654
-2.083333,5,4.445584
-2.083333,5,4.44763
-2.083333,5,4.449974
-2.083333,5,4.452101
-2.083333,5,4.454252
-2.083333,5,4.456553
-2.083333,5,4.45855
-2.083333,5,4.460845
-2.083333,5,4.462929
-2.083333,5,4.465216
-2.083333,5,4.467163
-2.083333,5,4.489554
-2.083333,5,4.492023
-2.083333,5,4.494066
-2.083333,5,4.496039
-2.083333,5,4.497966
-2.083333,5,4.500108
-2.083333,5,4.502075
-2.083333,5,4.50401
-2.083333,5,4.505853
-2.083333,5,4.507651
-2.083333,5,4.509465
-2.083333,5,4.511381
-2.083333,5,4.513439
-2.083333,5,4.543437
-2.083333,5,4.545685
-2.083333,5,4.54787
-2.083333,5,4.549888
-2.083333,5,4.55287
-2.083333,5,4.555147
-2.083333,5,4.557062
-2.083333,5,4.559231
-2.083333,5,4.561309
-2.083333,5,4.563332
-2.083333,5,4.565617
-2.083333,5,4.567841
-2.083333,5,4.570081
-2.083333,5,4.603137
-2.083333,5,4.605405
-2.083333,5,4.607502
-2.083333,5,4.609721
-3.833333,13,4.614545
-2.083333,5,4.616635
-2.583333,7,4.619396
-2.083333,5,4.621731
-2.083333,5,4.623873
-2.083333,5,4.625693
-2.083333,5,4.640276
-2.083333,5,4.64291
-2.083333,5,4.64541
-2.083333,5,4.648457
-2.083333,5,4.651292
-2.083333,5,4.685399
-2.083333,5,4.687233
-2.083333,5,4.689213
-2.083333,5,4.691366
-2.083333,5,4.693416
-2.083333,5,4.695495
-2.083333,5,4.697836
-2.083333,5,4.699741
-2.083333,5,4.720641
-2.083333,5,4.722697
-2.083333,5,4.72501
-2.083333,5,4.727035
-2.083333,5,4.728842
-2.083333,5,4.731386
-2.083333,5,4.733714
-2.083333,5,4.735686
-2.083333,5,4.737928
-2.083333,5,4.739905
-2.083333,5,4.741831
-2.083333,5,4.743765
-2.083333,5,4.74556
-2.083333,5,4.770304
-2.083333,5,4.77457
-2.083333,5,4.776928
-2.083333,5,4.779007
-2.083333,5,4.781399
-2.083333,5,4.783795
-2.083333,5,4.785898
-2.083333,5,4.788173
-2.083333,5,4.790254
-2.083333,5,4.79231
-2.083333,5,4.794313
-2.083333,5,4.796039
-2.083333,5,4.797935
-2.083333,5,4.819636
-2.083333,5,4.822047
-2.083333,5,4.825207
-2.083333,5,4.827331
-3.833333,11,4.830924
-2.083333,5,4.832993
-3.583333,7,4.835671
-2.083333,5,4.837774
-2.083333,5,4.8397
-2.083333,5,4.841702
-2.083333,5,4.84359
-2.083333,5,4.853354
-2.083333,5,4.855513
-2.083333,5,4.858003
-2.666667,7,4.861317
-2.083333,5,4.864105
-2.083333,5,4.86604
-2.083333,5,4.868044
-2.083333,5,4.870162
-2.083333,5,4.872094
-2.083333,5,4.874247
-3.583333,7,4.87675
-2.083333,5,4.878471
-2.083333,5,4.893187
-2.083333,5,4.895601
-2.083333,5,4.897816
-2.083333,5,4.899664
-2.083333,5,4.901682
-2.083333,5,4.90356
-2.083333,5,4.905514
-2.083333,5,4.907355
-2.083333,5,4.909223
-2.083333,5,4.91126
-2.083333,5,4.913092
-2.083333,5,4.915025
-2.083333,5,4.916933
-2.083333,5,4.92991
-2.083333,5,4.931882
-2.083333,5,4.933989
-2.083333,5,4.935837
-2.083333,5,4.939481
-2.083333,5,4.941671
-2.083333,5,4.943471
-2.083333,5,4.94519
-2.083333,5,4.947099
-2.083333,5,4.949175
-2.916667,7,4.951813
-2.083333,5,4.953985
-2.083333,5,4.965313
-2.083333,5,4.967575
-2.083333,5,4.969568
-2.083333,5,4.971448
-2.083333,5,4.973343
-2.083333,5,4.975219
-2.083333,5,4.977168
-2.083333,5,4.979405
-2.083333,5,4.981354
-2.083333,5,4.983337
-2.083333,5,4.985159
-2.083333,5,4.987134
-2.083333,5,4.989205
-2.083333,5,5.009183
